index negative positive
2016-02-10 0.229355 1e-06
2016-02-11 0.0195638 1e-06
2016-02-12 0.161364 1e-06
2016-02-13 0.477981 1e-06
2016-02-14 1e-06 1e-06
2016-02-15 1e-06 1e-06
2016-02-16 0.150846 0.151649
2016-02-17 0.30227375 1e-06
2016-02-18 0.0753133333333 1e-06
2016-02-19 0.2455255 1e-06
2016-02-20 1e-06 0.207445
2016-02-21 0.491051 1e-06
2016-02-22 1e-06 1e-06
2016-02-23 1e-06 0.0226357142857
2016-02-24 1e-06 0.08955775
2016-02-25 1e-06 0.0386572
2016-02-26 1e-06 1e-06
2016-02-27 0.443952 1e-06
2016-02-28 0.206356 1e-06
2016-02-29 0.03139465 1e-06
2016-03-01 0.278606 1e-06
2016-03-02 1e-06 1e-06
2016-03-03 0.114919 1e-06
2016-03-04 0.0297551 0.036558
2016-03-05 0.0367596666667 0.0056704
2016-03-06 1e-06 1e-06
2016-03-07 1e-06 0.599983
2016-03-08 0.00600005 0.1951885
2016-03-09 0.209044 0.13837
2016-03-10 0.0524256666667 1e-06
2016-03-11 0.183701333333 0.118447
2016-03-12 0.019288 1e-06
2016-03-13 1e-06 1e-06
2016-03-14 1e-06 1e-06
2016-03-15 0.198037 0.134061
2016-03-16 0.109841 0.0616806666667
2016-03-17 1e-06 1e-06
2016-03-18 0.1298835 1e-06
2016-03-19 1e-06 1e-06
2016-03-20 1e-06 1e-06
2016-03-21 1e-06 1e-06
2016-03-22 1e-06 0.0327935333333
2016-03-23 0.501404 1e-06
2016-03-24 0.17253725 1e-06
2016-03-25 1e-06 1e-06
2016-03-26 1e-06 0.210408
2016-03-27 0.490885 1e-06
2016-03-28 1e-06 1e-06
2016-03-29 1e-06 1e-06
2016-03-30 0.2316366 1e-06
2016-03-31 0.258438 1e-06
2016-04-01 0.144177666667 0.0989197666667
2016-04-02 1e-06 1e-06
2016-04-03 1e-06 1e-06
2016-04-04 0.264911666667 1e-06
2016-04-05 0.0750105 1e-06
2016-04-06 1e-06 0.405986
2016-04-07 1e-06 0.238011
2016-04-08 0.157230666667 1e-06
2016-04-09 0.301526 1e-06
2016-04-10 0.079456 1e-06
2016-04-11 0.0844486666667 1e-06
2016-04-12 0.274104 1e-06
2016-04-13 0.2065495 1e-06
2016-04-14 1e-06 1e-06
2016-04-15 1e-06 1e-06
2016-04-16 0.352398 1e-06
2016-04-17 1e-06 0.270163
2016-04-18 0.582752 1e-06
2016-04-19 0.197791666667 0.0978246666667
2016-04-20 0.2021524 1e-06
2016-04-21 1e-06 1e-06
2016-04-22 0.2899065 1e-06
2016-04-23 1e-06 0.0578668
2016-04-24 0.0389411666667 1e-06
2016-04-25 0.1261125 1e-06
2016-04-26 0.268153 1e-06
2016-04-27 0.204893333333 0.209962666667
2016-04-28 1e-06 0.2371685
2016-04-29 1e-06 1e-06
2016-04-30 0.443713 1e-06
2016-05-01 0.210091 1e-06
2016-05-02 0.493922 1e-06
2016-05-03 0.130173 0.0395476666667
2016-05-04 1e-06 1e-06
2016-05-05 1e-06 1e-06
2016-05-06 0.160301 0.08831058
2016-05-07 1e-06 1e-06
2016-05-08 1e-06 0.457034
2016-05-09 1e-06 1e-06
2016-05-10 0.2042195 1e-06
2016-05-11 0.304294 1e-06
2016-05-12 1e-06 1e-06
2016-05-13 0.080614 0.1089056
2016-05-14 1e-06 1e-06
2016-05-15 1e-06 0.0597916
2016-05-16 1e-06 1e-06
2016-05-17 1e-06 1e-06
2016-05-18 0.07664425 1e-06
2016-05-19 0.080249 1e-06
2016-05-20 0.2696919 1e-06
2016-05-21 0.2180375 0.0700645
2016-05-22 1e-06 1e-06
2016-05-23 0.437249 1e-06
2016-05-24 0.02901775 1e-06
2016-05-25 1e-06 1e-06
2016-05-26 1e-06 1e-06
2016-05-27 0.0649315 0.015015175
2016-05-28 0.150398 0.114002
2016-05-29 1e-06 1e-06
2016-05-30 0.32927 1e-06
2016-05-31 1e-06 1e-06
2016-06-01 0.164625666667 1e-06
2016-06-02 1e-06 1e-06
2016-06-03 0.0677045 1e-06
2016-06-04 0.128826 1e-06
2016-06-05 1e-06 1e-06
2016-06-06 1e-06 1e-06
2016-06-07 1e-06 1e-06
2016-06-08 1e-06 0.193759
2016-06-09 0.527351 1e-06
2016-06-10 1e-06 0.1587632
2016-06-11 1e-06 1e-06
2016-06-12 1e-06 1e-06
2016-06-13 0.1614335 0.2417265
2016-06-14 1e-06 1e-06
2016-06-15 0.418724 1e-06
2016-06-16 1e-06 0.204774
2016-06-17 0.518791 1e-06
2016-06-18 1e-06 1e-06
2016-06-19 1e-06 0.2514
2016-06-20 1e-06 1e-06
2016-06-21 1e-06 0.601424
2016-06-22 1e-06 0.186525325
2016-06-23 1e-06 1e-06
2016-06-24 1e-06 0.02259075
2016-06-25 0.492667 1e-06
2016-06-26 1e-06 1e-06
2016-06-27 0.078098625 0.015478
2016-06-28 0.329179033333 1e-06
2016-06-29 1e-06 1e-06
2016-06-30 0.1551655 0.10321425
2016-07-01 1e-06 1e-06
2016-07-02 0.223493 1e-06
2016-07-03 0.433776 1e-06
2016-07-04 1e-06 1e-06
2016-07-05 1e-06 1e-06
2016-07-06 1e-06 0.0230917
2016-07-07 0.24958395 1e-06
2016-07-08 0.1713635 0.0107615
2016-07-09 1e-06 1e-06
2016-07-10 1e-06 1e-06
2016-07-11 0.3401025 1e-06
2016-07-12 0.09217525 1e-06
2016-07-13 1e-06 1e-06
2016-07-14 1e-06 1e-06
2016-07-15 1e-06 1e-06
2016-07-16 1e-06 1e-06
2016-07-17 1e-06 1e-06
2016-07-18 1e-06 1e-06
2016-07-19 1e-06 1e-06
2016-07-20 0.039125 1e-06
2016-07-21 0.140624666667 1e-06
2016-07-22 1e-06 1e-06
2016-07-23 0.142431666667 1e-06
2016-07-24 1e-06 0.049841
2016-07-25 0.059079 1e-06
2016-07-26 1e-06 1e-06
2016-07-27 0.268433 1e-06
2016-07-28 1e-06 1e-06
2016-07-29 1e-06 1e-06
2016-07-30 1e-06 1e-06
2016-07-31 1e-06 1e-06
2016-08-01 0.315093 1e-06
2016-08-02 0.0542095 0.0406851666667
2016-08-03 1e-06 1e-06
2016-08-04 0.0522855 1e-06
2016-08-05 0.1528025 1e-06
2016-08-06 1e-06 1e-06
2016-08-07 1e-06 1e-06
2016-08-08 1e-06 1e-06
2016-08-09 1e-06 1e-06
2016-08-10 1e-06 0.2633
2016-08-11 1e-06 1e-06
2016-08-12 1e-06 0.277598
2016-08-13 0.0737043333333 0.0525763666667
2016-08-14 1e-06 1e-06
2016-08-15 1e-06 1e-06
2016-08-16 0.324806333333 1e-06
2016-08-17 0.25700125 1e-06
2016-08-18 0.430449 1e-06
2016-08-19 0.1843582 1e-06
2016-08-20 0.195863 1e-06
2016-08-21 1e-06 1e-06
2016-08-22 0.141662 0.136529
2016-08-23 0.1077154 0.0773934
2016-08-24 0.081985 1e-06
2016-08-25 1e-06 1e-06
2016-08-26 1e-06 1e-06
2016-08-27 1e-06 1e-06
2016-08-28 1e-06 1e-06
2016-08-29 0.443836 1e-06
2016-08-30 1e-06 1e-06
2016-08-31 1e-06 1e-06
2016-09-01 0.1563625 1e-06
2016-09-02 0.349522 1e-06
2016-09-03 0.0817763333333 1e-06
2016-09-04 0.0212454666667 1e-06
2016-09-05 1e-06 1e-06
2016-09-06 1e-06 1e-06
2016-09-07 0.261089 0.215869
2016-09-08 0.138441333333 1e-06
2016-09-09 0.422081 1e-06
2016-09-10 1e-06 1e-06
2016-09-11 1e-06 1e-06
2016-09-12 1e-06 1e-06
2016-09-13 0.330769666667 0.0290341333333
2016-09-14 1e-06 1e-06
2016-09-15 0.179745666667 0.086841
2016-09-16 0.333078333333 1e-06
2016-09-17 1e-06 1e-06
2016-09-18 1e-06 1e-06
2016-09-19 1e-06 1e-06
2016-09-20 0.102791 0.193740025
2016-09-21 0.11305975 0.13926025
2016-09-22 0.432666 1e-06
2016-09-23 0.093676 1e-06
2016-09-24 0.0329498 1e-06
2016-09-25 0.2527145 1e-06
2016-09-26 0.066662 1e-06
2016-09-27 1e-06 1e-06
2016-09-28 0.2296385 1e-06
2016-09-29 0.0811644 1e-06
2016-09-30 1e-06 1e-06
2016-10-01 1e-06 1e-06
2016-10-02 0.0658216666667 1e-06
2016-10-03 1e-06 1e-06
2016-10-04 1e-06 1e-06
2016-10-05 1e-06 1e-06
2016-10-06 1e-06 0.0791242
2016-10-07 0.110454 0.025777
2016-10-08 0.190715 0.1217675
2016-10-09 0.1368413 1e-06
2016-10-10 1e-06 1e-06
2016-10-11 1e-06 0.167802
2016-10-12 0.0933187 1e-06
2016-10-13 0.0751811 1e-06
2016-10-14 0.1113125 0.240528
2016-10-15 0.113753 1e-06
2016-10-16 0.29246 1e-06
2016-10-17 0.16695878 0.01820236
2016-10-18 0.087535675 1e-06
2016-10-19 1e-06 1e-06
2016-10-20 0.10965112 1e-06
2016-10-21 0.0567175 1e-06
2016-10-22 0.4761385 1e-06
2016-10-23 1e-06 1e-06
2016-10-24 0.221571142857 0.0172784285714
2016-10-25 0.377203 1e-06
2016-10-26 0.148833 0.04388795
2016-10-27 0.113700666667 0.182912333333
2016-10-28 1e-06 1e-06
2016-10-29 1e-06 1e-06
2016-10-30 1e-06 1e-06
2016-10-31 1e-06 0.2630863
2016-11-01 1e-06 1e-06
2016-11-02 0.11438525 1e-06
2016-11-03 0.078489125 0.0142004125
2016-11-04 1e-06 1e-06
2016-11-05 1e-06 1e-06
2016-11-06 1e-06 0.353663
2016-11-07 0.0917308333333 0.0225855
2016-11-08 1e-06 1e-06
2016-11-09 1e-06 1e-06
2016-11-10 0.1403065 1e-06
2016-11-11 0.06208125 0.01290945
2016-11-12 0.353399 1e-06
2016-11-13 1e-06 1e-06
2016-11-14 0.07257925 1e-06
2016-11-15 0.119021 0.1058064
2016-11-16 0.0483338 1e-06
2016-11-17 1e-06 0.0265104
2016-11-18 1e-06 1e-06
2016-11-19 0.0676189 0.0462562857143
2016-11-20 1e-06 1e-06
2016-11-21 0.177301 1e-06
2016-11-22 1e-06 0.0210099666667
2016-11-23 0.0407995 0.1305015
2016-11-24 0.0579427 1e-06
2016-11-25 1e-06 0.025759
2016-11-26 1e-06 1e-06
2016-11-27 1e-06 1e-06
2016-11-28 0.0267216 1e-06
2016-11-29 0.20739175 0.19011575
2016-11-30 0.056017 0.282789
2016-12-01 1e-06 0.076005
2016-12-02 0.0244465 1e-06
2016-12-03 0.229503666667 1e-06
2016-12-04 0.114672 1e-06
2016-12-05 1e-06 1e-06
2016-12-06 0.00283221666667 0.108821
2016-12-07 0.12759875 1e-06
2016-12-08 0.227965 0.0981082
2016-12-09 0.0081999 0.169386133333
2016-12-10 0.2028075 1e-06
2016-12-11 0.308545 1e-06
2016-12-12 1e-06 0.2761885
2016-12-13 1e-06 0.137265333333
2016-12-14 0.2325794 0.0552532
2016-12-15 0.071932 0.016686325
2016-12-16 1e-06 1e-06
2016-12-17 1e-06 1e-06
2016-12-18 1e-06 1e-06
2016-12-19 1e-06 1e-06
2016-12-20 0.113137666667 1e-06
2016-12-21 0.160699 1e-06
2016-12-22 1e-06 1e-06
2016-12-23 1e-06 1e-06
2016-12-24 0.21463 1e-06
2016-12-25 1e-06 1e-06
2016-12-26 1e-06 0.0348123
2016-12-27 0.230402 1e-06
2016-12-28 1e-06 1e-06
2016-12-29 1e-06 1e-06
2016-12-30 1e-06 1e-06
2016-12-31 0.305676 1e-06
2017-01-01 1e-06 1e-06
2017-01-02 0.1588625 1e-06
2017-01-03 1e-06 1e-06
2017-01-04 0.1647435 1e-06
2017-01-05 1e-06 0.2965685
2017-01-06 0.10087152 1e-06
2017-01-07 1e-06 1e-06
2017-01-08 1e-06 1e-06
2017-01-09 0.1290145 1e-06
2017-01-10 0.1127514 0.0987658
2017-01-11 1e-06 1e-06
2017-01-12 0.1218485 1e-06
2017-01-13 1e-06 1e-06
2017-01-14 0.388643 1e-06
2017-01-15 0.01073595 0.0484414
2017-01-16 1e-06 1e-06
2017-01-17 0.0271159333333 0.0214184
2017-01-18 0.116050166667 1e-06
2017-01-19 0.107934285714 0.185128428571
2017-01-20 0.091199 1e-06
2017-01-21 1e-06 0.1168825
2017-01-22 1e-06 1e-06
2017-01-23 1e-06 1e-06
2017-01-24 1e-06 0.331648
2017-01-25 1e-06 0.0877115
2017-01-26 0.115378 0.159966366667
2017-01-27 0.2114931 1e-06
2017-01-28 1e-06 1e-06
2017-01-29 1e-06 1e-06
2017-01-30 0.0771895 0.1279365
2017-01-31 0.204312 1e-06
2017-02-01 1e-06 1e-06
2017-02-02 1e-06 1e-06
2017-02-03 0.0094583 1e-06
2017-02-04 0.240281 1e-06
2017-02-05 1e-06 1e-06
2017-02-06 0.388861 1e-06
2017-02-07 0.13589878 1e-06
2017-02-08 0.172663 1e-06
2017-02-09 1e-06 1e-06
2017-02-10 0.175525 1e-06
2017-02-11 0.112716 1e-06
2017-02-12 1e-06 1e-06
2017-02-13 0.24087 1e-06
